papeleta,modo,votos,precinto,unidad,colegio
ESTATAL,NULAS,0,1,13,1
ESTATAL,PAPELETAS POR CANDIDATURA,82,1,13,1
LEGISLATIVA,EN BLANCO,1,1,13,1
LEGISLATIVA,NULAS,0,1,13,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,102,1,13,1
MUNICIPAL,EN BLANCO,1,1,13,1
MUNICIPAL,NULAS,0,1,13,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,42,1,13,1
PLEBISCITO,EN BLANCO,4,1,13,1
PLEBISCITO,NULAS,0,1,13,1
ESTATAL,EN BLANCO,0,1,13,2
ESTATAL,NULAS,0,1,13,2
ESTATAL,PAPELETAS POR CANDIDATURA,61,1,13,2
LEGISLATIVA,EN BLANCO,0,1,13,2
LEGISLATIVA,NULAS,0,1,13,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,73,1,13,2
MUNICIPAL,EN BLANCO,0,1,13,2
MUNICIPAL,NULAS,0,1,13,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,49,1,13,2
PLEBISCITO,EN BLANCO,0,1,13,2
PLEBISCITO,NULAS,0,1,13,2
ESTATAL,EN BLANCO,1,1,13,3
ESTATAL,NULAS,0,1,13,3
ESTATAL,PAPELETAS POR CANDIDATURA,81,1,13,3
LEGISLATIVA,EN BLANCO,1,1,13,3
LEGISLATIVA,NULAS,0,1,13,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,93,1,13,3
MUNICIPAL,EN BLANCO,1,1,13,3
MUNICIPAL,NULAS,0,1,13,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,60,1,13,3
PLEBISCITO,EN BLANCO,7,1,13,3
PLEBISCITO,NULAS,0,1,13,3
ESTATAL,EN BLANCO,0,1,14,1
ESTATAL,NULAS,0,1,14,1
ESTATAL,PAPELETAS POR CANDIDATURA,91,1,14,1
LEGISLATIVA,EN BLANCO,3,1,14,1
LEGISLATIVA,NULAS,0,1,14,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,97,1,14,1
MUNICIPAL,EN BLANCO,1,1,14,1
MUNICIPAL,NULAS,0,1,14,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,66,1,14,1
PLEBISCITO,EN BLANCO,5,1,14,1
PLEBISCITO,NULAS,0,1,14,1
ESTATAL,EN BLANCO,0,1,14,2
ESTATAL,NULAS,0,1,14,2
ESTATAL,PAPELETAS POR CANDIDATURA,91,1,14,2
LEGISLATIVA,EN BLANCO,1,1,14,2
LEGISLATIVA,NULAS,0,1,14,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,93,1,14,2
MUNICIPAL,EN BLANCO,0,1,14,2
MUNICIPAL,NULAS,0,1,14,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,38,1,14,2
PLEBISCITO,EN BLANCO,1,1,14,2
PLEBISCITO,NULAS,0,1,14,2
ESTATAL,EN BLANCO,0,1,14,3
ESTATAL,NULAS,0,1,14,3
ESTATAL,PAPELETAS POR CANDIDATURA,96,1,14,3
LEGISLATIVA,EN BLANCO,3,1,14,3
LEGISLATIVA,NULAS,0,1,14,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,85,1,14,3
MUNICIPAL,EN BLANCO,2,1,14,3
MUNICIPAL,NULAS,0,1,14,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,49,1,14,3
PLEBISCITO,EN BLANCO,9,1,14,3
PLEBISCITO,NULAS,0,1,14,3
ESTATAL,EN BLANCO,0,1,14,4
ESTATAL,NULAS,0,1,14,4
ESTATAL,PAPELETAS POR CANDIDATURA,77,1,14,4
LEGISLATIVA,EN BLANCO,2,1,14,4
LEGISLATIVA,NULAS,0,1,14,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,80,1,14,4
MUNICIPAL,EN BLANCO,0,1,14,4
MUNICIPAL,NULAS,0,1,14,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,56,1,14,4
PLEBISCITO,EN BLANCO,1,1,14,4
PLEBISCITO,NULAS,0,1,14,4
ESTATAL,EN BLANCO,0,1,14,5
ESTATAL,NULAS,0,1,14,5
ESTATAL,PAPELETAS POR CANDIDATURA,61,1,14,5
LEGISLATIVA,EN BLANCO,0,1,14,5
LEGISLATIVA,NULAS,0,1,14,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,60,1,14,5
MUNICIPAL,EN BLANCO,0,1,14,5
MUNICIPAL,NULAS,0,1,14,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,36,1,14,5
PLEBISCITO,EN BLANCO,3,1,14,5
PLEBISCITO,NULAS,0,1,14,5
ESTATAL,EN BLANCO,0,1,15,1
ESTATAL,NULAS,0,1,15,1
ESTATAL,PAPELETAS POR CANDIDATURA,74,1,15,1
LEGISLATIVA,EN BLANCO,1,1,15,1
LEGISLATIVA,NULAS,0,1,15,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,90,1,15,1
MUNICIPAL,EN BLANCO,1,1,15,1
MUNICIPAL,NULAS,0,1,15,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,53,1,15,1
PLEBISCITO,EN BLANCO,3,1,15,1
PLEBISCITO,NULAS,0,1,15,1
ESTATAL,EN BLANCO,0,1,15,2
ESTATAL,NULAS,0,1,15,2
ESTATAL,PAPELETAS POR CANDIDATURA,69,1,15,2
LEGISLATIVA,EN BLANCO,2,1,15,2
LEGISLATIVA,NULAS,0,1,15,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,78,1,15,2
MUNICIPAL,EN BLANCO,1,1,15,2
MUNICIPAL,NULAS,0,1,15,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,49,1,15,2
PLEBISCITO,EN BLANCO,7,1,15,2
PLEBISCITO,NULAS,0,1,15,2
ESTATAL,EN BLANCO,0,1,15,3
ESTATAL,NULAS,0,1,15,3
ESTATAL,PAPELETAS POR CANDIDATURA,101,1,15,3
LEGISLATIVA,EN BLANCO,1,1,15,3
LEGISLATIVA,NULAS,0,1,15,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,102,1,15,3
MUNICIPAL,EN BLANCO,0,1,15,3
MUNICIPAL,NULAS,0,1,15,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,52,1,15,3
PLEBISCITO,EN BLANCO,5,1,15,3
PLEBISCITO,NULAS,0,1,15,3
ESTATAL,EN BLANCO,0,1,15,4
ESTATAL,NULAS,0,1,15,4
ESTATAL,PAPELETAS POR CANDIDATURA,87,1,15,4
LEGISLATIVA,EN BLANCO,1,1,15,4
LEGISLATIVA,NULAS,0,1,15,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,96,1,15,4
MUNICIPAL,EN BLANCO,1,1,15,4
MUNICIPAL,NULAS,0,1,15,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,55,1,15,4
PLEBISCITO,EN BLANCO,10,1,15,4
PLEBISCITO,NULAS,0,1,15,4
ESTATAL,EN BLANCO,1,1,15,5
ESTATAL,NULAS,0,1,15,5
ESTATAL,PAPELETAS POR CANDIDATURA,71,1,15,5
LEGISLATIVA,EN BLANCO,0,1,15,5
LEGISLATIVA,NULAS,0,1,15,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,77,1,15,5
MUNICIPAL,EN BLANCO,1,1,15,5
MUNICIPAL,NULAS,0,1,15,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,55,1,15,5
PLEBISCITO,EN BLANCO,6,1,15,5
PLEBISCITO,NULAS,0,1,15,5
ESTATAL,EN BLANCO,1,1,16,1
ESTATAL,NULAS,0,1,16,1
ESTATAL,PAPELETAS POR CANDIDATURA,75,1,16,1
LEGISLATIVA,EN BLANCO,2,1,16,1
LEGISLATIVA,NULAS,1,1,16,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,72,1,16,1
MUNICIPAL,EN BLANCO,0,1,16,1
MUNICIPAL,NULAS,1,1,16,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,74,1,16,1
PLEBISCITO,EN BLANCO,28,1,16,1
PLEBISCITO,NULAS,0,1,16,1
ESTATAL,EN BLANCO,0,1,16,2
ESTATAL,NULAS,0,1,16,2
ESTATAL,PAPELETAS POR CANDIDATURA,55,1,16,2
LEGISLATIVA,EN BLANCO,1,1,16,2
LEGISLATIVA,NULAS,0,1,16,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,46,1,16,2
MUNICIPAL,EN BLANCO,1,1,16,2
MUNICIPAL,NULAS,0,1,16,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,42,1,16,2
PLEBISCITO,EN BLANCO,8,1,16,2
PLEBISCITO,NULAS,0,1,16,2
ESTATAL,EN BLANCO,0,1,16,3
ESTATAL,NULAS,0,1,16,3
ESTATAL,PAPELETAS POR CANDIDATURA,59,1,16,3
LEGISLATIVA,EN BLANCO,3,1,16,3
LEGISLATIVA,NULAS,0,1,16,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,45,1,16,3
MUNICIPAL,EN BLANCO,1,1,16,3
MUNICIPAL,NULAS,0,1,16,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,43,1,16,3
PLEBISCITO,EN BLANCO,11,1,16,3
PLEBISCITO,NULAS,0,1,16,3
ESTATAL,EN BLANCO,1,1,17,1
ESTATAL,NULAS,0,1,17,1
ESTATAL,PAPELETAS POR CANDIDATURA,54,1,17,1
LEGISLATIVA,EN BLANCO,0,1,17,1
LEGISLATIVA,NULAS,0,1,17,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,51,1,17,1
MUNICIPAL,EN BLANCO,0,1,17,1
MUNICIPAL,NULAS,0,1,17,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,36,1,17,1
PLEBISCITO,EN BLANCO,4,1,17,1
PLEBISCITO,NULAS,0,1,17,1
ESTATAL,EN BLANCO,0,1,17,2
ESTATAL,NULAS,0,1,17,2
ESTATAL,PAPELETAS POR CANDIDATURA,69,1,17,2
LEGISLATIVA,EN BLANCO,1,1,17,2
LEGISLATIVA,NULAS,0,1,17,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,63,1,17,2
MUNICIPAL,EN BLANCO,0,1,17,2
MUNICIPAL,NULAS,0,1,17,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,56,1,17,2
PLEBISCITO,EN BLANCO,8,1,17,2
PLEBISCITO,NULAS,0,1,17,2
ESTATAL,EN BLANCO,0,1,17,3
ESTATAL,NULAS,0,1,17,3
ESTATAL,PAPELETAS POR CANDIDATURA,69,1,17,3
LEGISLATIVA,EN BLANCO,1,1,17,3
LEGISLATIVA,NULAS,0,1,17,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,60,1,17,3
MUNICIPAL,EN BLANCO,0,1,17,3
MUNICIPAL,NULAS,0,1,17,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,46,1,17,3
PLEBISCITO,EN BLANCO,3,1,17,3
PLEBISCITO,NULAS,0,1,17,3
ESTATAL,EN BLANCO,0,1,17,4
ESTATAL,NULAS,0,1,17,4
ESTATAL,PAPELETAS POR CANDIDATURA,39,1,17,4
LEGISLATIVA,EN BLANCO,0,1,17,4
LEGISLATIVA,NULAS,0,1,17,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,34,1,17,4
MUNICIPAL,EN BLANCO,1,1,17,4
MUNICIPAL,NULAS,0,1,17,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,40,1,17,4
PLEBISCITO,EN BLANCO,9,1,17,4
PLEBISCITO,NULAS,0,1,17,4
ESTATAL,EN BLANCO,1,1,18,1
ESTATAL,NULAS,0,1,18,1
ESTATAL,PAPELETAS POR CANDIDATURA,65,1,18,1
LEGISLATIVA,EN BLANCO,3,1,18,1
LEGISLATIVA,NULAS,0,1,18,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,63,1,18,1
MUNICIPAL,EN BLANCO,1,1,18,1
MUNICIPAL,NULAS,0,1,18,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,36,1,18,1
PLEBISCITO,EN BLANCO,16,1,18,1
PLEBISCITO,NULAS,0,1,18,1
ESTATAL,EN BLANCO,0,1,18,2
ESTATAL,NULAS,1,1,18,2
ESTATAL,PAPELETAS POR CANDIDATURA,58,1,18,2
LEGISLATIVA,EN BLANCO,2,1,18,2
LEGISLATIVA,NULAS,0,1,18,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,55,1,18,2
MUNICIPAL,EN BLANCO,0,1,18,2
MUNICIPAL,NULAS,0,1,18,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,43,1,18,2
PLEBISCITO,EN BLANCO,11,1,18,2
PLEBISCITO,NULAS,0,1,18,2
ESTATAL,EN BLANCO,0,1,18,3
ESTATAL,NULAS,0,1,18,3
ESTATAL,PAPELETAS POR CANDIDATURA,72,1,18,3
LEGISLATIVA,EN BLANCO,0,1,18,3
LEGISLATIVA,NULAS,0,1,18,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,74,1,18,3
MUNICIPAL,EN BLANCO,0,1,18,3
MUNICIPAL,NULAS,0,1,18,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,48,1,18,3
PLEBISCITO,EN BLANCO,9,1,18,3
PLEBISCITO,NULAS,0,1,18,3
ESTATAL,EN BLANCO,2,1,19,1
ESTATAL,NULAS,0,1,19,1
ESTATAL,PAPELETAS POR CANDIDATURA,57,1,19,1
LEGISLATIVA,EN BLANCO,2,1,19,1
LEGISLATIVA,NULAS,1,1,19,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,64,1,19,1
MUNICIPAL,EN BLANCO,2,1,19,1
MUNICIPAL,NULAS,0,1,19,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,45,1,19,1
PLEBISCITO,EN BLANCO,12,1,19,1
PLEBISCITO,NULAS,0,1,19,1
ESTATAL,EN BLANCO,1,1,19,2
ESTATAL,NULAS,1,1,19,2
ESTATAL,PAPELETAS POR CANDIDATURA,66,1,19,2
LEGISLATIVA,EN BLANCO,1,1,19,2
LEGISLATIVA,NULAS,0,1,19,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,71,1,19,2
MUNICIPAL,EN BLANCO,1,1,19,2
MUNICIPAL,NULAS,0,1,19,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,55,1,19,2
PLEBISCITO,EN BLANCO,11,1,19,2
PLEBISCITO,NULAS,0,1,19,2
ESTATAL,EN BLANCO,0,1,19,3
ESTATAL,NULAS,0,1,19,3
ESTATAL,PAPELETAS POR CANDIDATURA,72,1,19,3
LEGISLATIVA,EN BLANCO,1,1,19,3
LEGISLATIVA,NULAS,0,1,19,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,69,1,19,3
MUNICIPAL,EN BLANCO,0,1,19,3
MUNICIPAL,NULAS,0,1,19,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,49,1,19,3
PLEBISCITO,EN BLANCO,10,1,19,3
PLEBISCITO,NULAS,0,1,19,3
ESTATAL,EN BLANCO,0,1,19,4
ESTATAL,NULAS,0,1,19,4
ESTATAL,PAPELETAS POR CANDIDATURA,49,1,19,4
LEGISLATIVA,EN BLANCO,2,1,19,4
LEGISLATIVA,NULAS,0,1,19,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,59,1,19,4
MUNICIPAL,EN BLANCO,0,1,19,4
MUNICIPAL,NULAS,0,1,19,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,38,1,19,4
PLEBISCITO,EN BLANCO,8,1,19,4
PLEBISCITO,NULAS,0,1,19,4
ESTATAL,EN BLANCO,2,1,20,1
ESTATAL,NULAS,0,1,20,1
ESTATAL,PAPELETAS POR CANDIDATURA,68,1,20,1
LEGISLATIVA,EN BLANCO,4,1,20,1
LEGISLATIVA,NULAS,0,1,20,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,61,1,20,1
MUNICIPAL,EN BLANCO,3,1,20,1
MUNICIPAL,NULAS,0,1,20,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,47,1,20,1
PLEBISCITO,EN BLANCO,8,1,20,1
PLEBISCITO,NULAS,0,1,20,1
ESTATAL,EN BLANCO,0,1,20,2
ESTATAL,NULAS,1,1,20,2
ESTATAL,PAPELETAS POR CANDIDATURA,55,1,20,2
LEGISLATIVA,EN BLANCO,0,1,20,2
LEGISLATIVA,NULAS,0,1,20,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,66,1,20,2
MUNICIPAL,EN BLANCO,1,1,20,2
MUNICIPAL,NULAS,0,1,20,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,39,1,20,2
PLEBISCITO,EN BLANCO,19,1,20,2
PLEBISCITO,NULAS,0,1,20,2
ESTATAL,EN BLANCO,0,1,20,3
ESTATAL,NULAS,0,1,20,3
ESTATAL,PAPELETAS POR CANDIDATURA,56,1,20,3
LEGISLATIVA,EN BLANCO,2,1,20,3
LEGISLATIVA,NULAS,0,1,20,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,70,1,20,3
MUNICIPAL,EN BLANCO,0,1,20,3
MUNICIPAL,NULAS,0,1,20,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,50,1,20,3
PLEBISCITO,EN BLANCO,7,1,20,3
PLEBISCITO,NULAS,0,1,20,3
ESTATAL,EN BLANCO,2,1,21,1
ESTATAL,NULAS,0,1,21,1
ESTATAL,PAPELETAS POR CANDIDATURA,103,1,21,1
LEGISLATIVA,EN BLANCO,1,1,21,1
LEGISLATIVA,NULAS,0,1,21,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,117,1,21,1
MUNICIPAL,EN BLANCO,1,1,21,1
MUNICIPAL,NULAS,0,1,21,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,77,1,21,1
PLEBISCITO,EN BLANCO,9,1,21,1
PLEBISCITO,NULAS,0,1,21,1
ESTATAL,EN BLANCO,1,1,21,2
ESTATAL,NULAS,0,1,21,2
ESTATAL,PAPELETAS POR CANDIDATURA,110,1,21,2
LEGISLATIVA,EN BLANCO,1,1,21,2
LEGISLATIVA,NULAS,0,1,21,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,121,1,21,2
MUNICIPAL,EN BLANCO,0,1,21,2
MUNICIPAL,NULAS,0,1,21,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,67,1,21,2
PLEBISCITO,EN BLANCO,7,1,21,2
PLEBISCITO,NULAS,0,1,21,2
ESTATAL,EN BLANCO,1,1,21,3
ESTATAL,NULAS,0,1,21,3
ESTATAL,PAPELETAS POR CANDIDATURA,84,1,21,3
LEGISLATIVA,EN BLANCO,2,1,21,3
LEGISLATIVA,NULAS,0,1,21,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,114,1,21,3
MUNICIPAL,EN BLANCO,1,1,21,3
MUNICIPAL,NULAS,0,1,21,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,72,1,21,3
PLEBISCITO,EN BLANCO,5,1,21,3
PLEBISCITO,NULAS,0,1,21,3
ESTATAL,EN BLANCO,0,1,22,1
ESTATAL,NULAS,0,1,22,1
ESTATAL,PAPELETAS POR CANDIDATURA,59,1,22,1
LEGISLATIVA,EN BLANCO,1,1,22,1
LEGISLATIVA,NULAS,0,1,22,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,65,1,22,1
MUNICIPAL,EN BLANCO,1,1,22,1
MUNICIPAL,NULAS,0,1,22,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,50,1,22,1
PLEBISCITO,EN BLANCO,4,1,22,1
PLEBISCITO,NULAS,0,1,22,1
ESTATAL,EN BLANCO,1,1,22,2
ESTATAL,NULAS,0,1,22,2
ESTATAL,PAPELETAS POR CANDIDATURA,82,1,22,2
LEGISLATIVA,EN BLANCO,0,1,22,2
LEGISLATIVA,NULAS,1,1,22,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,74,1,22,2
MUNICIPAL,EN BLANCO,0,1,22,2
MUNICIPAL,NULAS,0,1,22,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,38,1,22,2
PLEBISCITO,EN BLANCO,3,1,22,2
PLEBISCITO,NULAS,0,1,22,2
ESTATAL,EN BLANCO,0,1,22,3
ESTATAL,NULAS,0,1,22,3
ESTATAL,PAPELETAS POR CANDIDATURA,53,1,22,3
LEGISLATIVA,EN BLANCO,0,1,22,3
LEGISLATIVA,NULAS,0,1,22,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,41,1,22,3
MUNICIPAL,EN BLANCO,0,1,22,3
MUNICIPAL,NULAS,0,1,22,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,28,1,22,3
PLEBISCITO,EN BLANCO,3,1,22,3
PLEBISCITO,NULAS,0,1,22,3
ESTATAL,EN BLANCO,1,1,23,1
ESTATAL,NULAS,0,1,23,1
ESTATAL,PAPELETAS POR CANDIDATURA,58,1,23,1
LEGISLATIVA,EN BLANCO,1,1,23,1
LEGISLATIVA,NULAS,0,1,23,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,63,1,23,1
MUNICIPAL,EN BLANCO,0,1,23,1
MUNICIPAL,NULAS,0,1,23,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,29,1,23,1
PLEBISCITO,EN BLANCO,13,1,23,1
PLEBISCITO,NULAS,0,1,23,1
ESTATAL,EN BLANCO,0,1,23,2
ESTATAL,NULAS,0,1,23,2
ESTATAL,PAPELETAS POR CANDIDATURA,68,1,23,2
LEGISLATIVA,EN BLANCO,3,1,23,2
LEGISLATIVA,NULAS,0,1,23,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,61,1,23,2
MUNICIPAL,EN BLANCO,1,1,23,2
MUNICIPAL,NULAS,0,1,23,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,49,1,23,2
PLEBISCITO,EN BLANCO,23,1,23,2
PLEBISCITO,NULAS,0,1,23,2
ESTATAL,EN BLANCO,0,1,23,3
ESTATAL,NULAS,0,1,23,3
ESTATAL,PAPELETAS POR CANDIDATURA,60,1,23,3
LEGISLATIVA,EN BLANCO,3,1,23,3
LEGISLATIVA,NULAS,0,1,23,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,57,1,23,3
MUNICIPAL,EN BLANCO,2,1,23,3
MUNICIPAL,NULAS,0,1,23,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,52,1,23,3
PLEBISCITO,EN BLANCO,23,1,23,3
PLEBISCITO,NULAS,0,1,23,3
ESTATAL,EN BLANCO,1,1,24,1
ESTATAL,NULAS,0,1,24,1
ESTATAL,PAPELETAS POR CANDIDATURA,72,1,24,1
LEGISLATIVA,EN BLANCO,2,1,24,1
LEGISLATIVA,NULAS,0,1,24,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,69,1,24,1
MUNICIPAL,EN BLANCO,1,1,24,1
MUNICIPAL,NULAS,0,1,24,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,43,1,24,1
PLEBISCITO,EN BLANCO,6,1,24,1
PLEBISCITO,NULAS,0,1,24,1
ESTATAL,EN BLANCO,2,1,24,2
ESTATAL,NULAS,0,1,24,2
ESTATAL,PAPELETAS POR CANDIDATURA,85,1,24,2
LEGISLATIVA,EN BLANCO,0,1,24,2
LEGISLATIVA,NULAS,0,1,24,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,72,1,24,2
MUNICIPAL,EN BLANCO,5,1,24,2
MUNICIPAL,NULAS,0,1,24,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,65,1,24,2
PLEBISCITO,EN BLANCO,8,1,24,2
PLEBISCITO,NULAS,1,1,24,2
ESTATAL,EN BLANCO,0,1,24,3
ESTATAL,NULAS,1,1,24,3
ESTATAL,PAPELETAS POR CANDIDATURA,62,1,24,3
LEGISLATIVA,EN BLANCO,2,1,24,3
LEGISLATIVA,NULAS,0,1,24,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,68,1,24,3
MUNICIPAL,EN BLANCO,2,1,24,3
MUNICIPAL,NULAS,0,1,24,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,47,1,24,3
PLEBISCITO,EN BLANCO,4,1,24,3
PLEBISCITO,NULAS,0,1,24,3
ESTATAL,EN BLANCO,1,1,25,1
ESTATAL,NULAS,0,1,25,1
ESTATAL,PAPELETAS POR CANDIDATURA,60,1,25,1
LEGISLATIVA,EN BLANCO,1,1,25,1
LEGISLATIVA,NULAS,0,1,25,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,57,1,25,1
MUNICIPAL,EN BLANCO,2,1,25,1
MUNICIPAL,NULAS,0,1,25,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,50,1,25,1
PLEBISCITO,EN BLANCO,4,1,25,1
PLEBISCITO,NULAS,0,1,25,1
ESTATAL,EN BLANCO,0,1,25,2
ESTATAL,NULAS,0,1,25,2
ESTATAL,PAPELETAS POR CANDIDATURA,62,1,25,2
LEGISLATIVA,EN BLANCO,2,1,25,2
LEGISLATIVA,NULAS,0,1,25,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,66,1,25,2
MUNICIPAL,EN BLANCO,0,1,25,2
MUNICIPAL,NULAS,0,1,25,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,47,1,25,2
PLEBISCITO,EN BLANCO,13,1,25,2
PLEBISCITO,NULAS,0,1,25,2
ESTATAL,EN BLANCO,0,1,25,3
ESTATAL,NULAS,0,1,25,3
ESTATAL,PAPELETAS POR CANDIDATURA,59,1,25,3
LEGISLATIVA,EN BLANCO,2,1,25,3
LEGISLATIVA,NULAS,0,1,25,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,51,1,25,3
MUNICIPAL,EN BLANCO,1,1,25,3
MUNICIPAL,NULAS,0,1,25,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,38,1,25,3
PLEBISCITO,EN BLANCO,3,1,25,3
PLEBISCITO,NULAS,0,1,25,3
ESTATAL,EN BLANCO,0,1,25,4
ESTATAL,NULAS,0,1,25,4
ESTATAL,PAPELETAS POR CANDIDATURA,48,1,25,4
LEGISLATIVA,EN BLANCO,0,1,25,4
LEGISLATIVA,NULAS,0,1,25,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,38,1,25,4
MUNICIPAL,EN BLANCO,0,1,25,4
MUNICIPAL,NULAS,0,1,25,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,33,1,25,4
PLEBISCITO,EN BLANCO,3,1,25,4
PLEBISCITO,NULAS,0,1,25,4
ESTATAL,EN BLANCO,0,1,26,1
ESTATAL,NULAS,0,1,26,1
ESTATAL,PAPELETAS POR CANDIDATURA,62,1,26,1
LEGISLATIVA,EN BLANCO,2,1,26,1
LEGISLATIVA,NULAS,0,1,26,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,68,1,26,1
MUNICIPAL,EN BLANCO,0,1,26,1
MUNICIPAL,NULAS,0,1,26,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,62,1,26,1
PLEBISCITO,EN BLANCO,14,1,26,1
PLEBISCITO,NULAS,0,1,26,1
ESTATAL,EN BLANCO,0,1,26,2
ESTATAL,NULAS,0,1,26,2
ESTATAL,PAPELETAS POR CANDIDATURA,63,1,26,2
LEGISLATIVA,EN BLANCO,1,1,26,2
LEGISLATIVA,NULAS,0,1,26,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,71,1,26,2
MUNICIPAL,EN BLANCO,2,1,26,2
MUNICIPAL,NULAS,0,1,26,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,42,1,26,2
PLEBISCITO,EN BLANCO,6,1,26,2
PLEBISCITO,NULAS,0,1,26,2
ESTATAL,EN BLANCO,1,1,26,3
ESTATAL,NULAS,0,1,26,3
ESTATAL,PAPELETAS POR CANDIDATURA,44,1,26,3
